satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2096,1,1,1,1,2,1,5,2,4,4,2,3,5,2,5,0
dissatisfied,Male,disloyal Customer,29,Business travel,Business,1523,1,1,1,1,2,1,2,2,4,3,5,3,5,2,0,3
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,1757,1,1,1,1,1,1,1,1,2,4,5,5,2,1,0,4
dissatisfied,Male,disloyal Customer,28,Business travel,Business,2377,1,1,1,1,5,1,1,5,4,2,4,5,4,5,24,0
dissatisfied,Male,disloyal Customer,28,Business travel,Business,2817,1,1,1,1,2,1,5,2,4,3,4,3,4,2,0,7
dissatisfied,Female,disloyal Customer,28,Business travel,Business,2609,1,1,1,1,2,1,2,2,5,4,5,4,5,2,2,9
dissatisfied,Female,disloyal Customer,28,Business travel,Business,2520,1,1,1,1,4,1,4,4,4,3,4,5,4,4,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco Plus,2828,1,1,1,1,4,1,1,4,1,3,5,5,4,4,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Business,1824,1,1,1,1,3,1,3,3,4,2,5,5,5,3,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Business,2336,1,1,1,1,4,1,4,4,3,2,5,5,5,4,0,0
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,2215,1,1,1,1,5,1,3,5,2,5,2,1,1,5,83,76
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2009,1,1,1,1,4,1,1,4,3,5,2,4,4,4,7,21
dissatisfied,Male,disloyal Customer,27,Business travel,Business,4337,1,1,1,1,1,1,5,1,3,3,5,5,4,1,19,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,3050,1,1,1,1,2,1,3,2,4,4,4,5,5,2,35,6
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2511,1,1,1,1,3,1,3,3,4,2,5,4,5,3,0,0
dissatisfied,Female,disloyal Customer,45,Business travel,Eco,2032,1,1,1,1,3,1,4,3,2,5,1,4,4,3,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,1848,1,1,1,1,1,1,1,1,5,2,4,5,4,1,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2154,1,1,1,1,4,1,4,4,5,2,4,2,1,4,0,0
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,1664,1,1,1,1,2,1,2,2,5,1,4,2,5,2,0,0
dissatisfied,Male,disloyal Customer,27,Business travel,Business,2379,1,1,1,1,1,1,1,1,5,3,4,4,5,1,55,54
dissatisfied,Female,disloyal Customer,27,Business travel,Business,3868,1,1,1,1,1,5,5,4,3,5,5,5,4,5,3,19
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2390,1,1,1,1,1,1,1,4,4,2,5,1,5,1,213,221
dissatisfied,Female,disloyal Customer,27,Business travel,Business,2678,1,1,1,1,3,1,3,3,5,3,5,4,5,3,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1890,1,1,1,1,3,1,3,3,5,3,5,4,5,3,31,18
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2089,1,1,1,1,1,1,1,1,5,2,4,4,5,1,0,0
dissatisfied,Female,disloyal Customer,30,Business travel,Eco,1861,1,1,1,1,1,1,1,1,1,5,1,1,2,1,5,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1774,1,1,1,1,2,1,2,2,4,5,4,5,5,2,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco Plus,1679,1,1,1,1,4,1,4,4,3,5,2,4,5,4,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1988,1,1,1,1,2,1,2,2,4,3,5,4,4,2,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1406,1,1,1,1,1,1,1,1,4,2,5,5,5,1,2,1
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1662,1,1,1,1,4,1,1,4,5,2,5,5,5,4,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1406,1,1,1,1,3,1,1,3,5,3,5,5,5,3,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Business,1370,1,1,1,1,2,1,2,2,5,4,4,5,5,2,0,40
dissatisfied,Female,disloyal Customer,17,Business travel,Eco,1571,1,1,1,1,5,1,5,5,3,3,2,5,5,5,14,9
dissatisfied,Male,disloyal Customer,18,Business travel,Eco,2250,1,1,1,1,1,3,3,4,1,3,4,3,5,3,315,297
dissatisfied,Male,disloyal Customer,26,Business travel,Business,2525,1,1,1,1,3,1,3,3,3,2,5,5,5,3,57,80
dissatisfied,Male,disloyal Customer,26,Business travel,Business,2390,1,1,1,1,4,1,4,4,4,3,5,5,4,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,960,1,1,1,1,5,1,5,5,3,5,4,4,4,5,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Business,2054,1,1,1,1,4,1,4,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,1912,1,1,1,1,4,1,4,4,5,5,5,4,4,4,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2513,1,1,1,1,4,1,4,4,4,5,3,5,1,4,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2306,1,1,1,1,4,1,4,4,4,5,5,3,5,4,0,2
dissatisfied,Male,disloyal Customer,26,Business travel,Business,2089,1,1,1,1,5,1,5,5,4,4,5,5,4,5,0,0
dissatisfied,Male,disloyal Customer,26,Business travel,Business,1592,1,1,1,1,5,1,5,5,4,5,4,4,4,5,0,70
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2354,1,1,1,1,2,1,2,2,4,1,3,4,1,2,55,62
dissatisfied,Female,disloyal Customer,26,Business travel,Eco Plus,2048,1,1,1,1,3,1,4,3,4,2,1,2,1,3,73,55
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1791,1,1,1,1,1,1,1,1,1,3,1,2,1,1,0,0
dissatisfied,Male,disloyal Customer,18,Business travel,Eco,1433,1,1,1,1,4,1,4,4,4,2,2,4,2,4,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Business,2416,1,1,1,1,4,1,5,4,1,3,1,1,1,4,6,1
dissatisfied,Male,disloyal Customer,40,Business travel,Eco,1742,1,1,1,1,4,1,4,4,3,3,1,2,2,4,22,14
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1722,1,1,1,1,3,1,3,3,4,2,1,1,1,3,83,61
dissatisfied,Male,disloyal Customer,27,Business travel,Eco,1341,1,1,1,1,1,1,1,1,4,4,2,3,2,1,18,22
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1935,1,1,1,1,1,1,1,1,3,2,1,3,2,1,0,0
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2285,1,1,1,1,4,1,4,4,3,3,2,2,2,4,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1360,1,1,1,1,5,1,5,5,1,4,2,4,2,5,0,37
dissatisfied,Female,disloyal Customer,47,Business travel,Eco,2114,1,1,1,1,4,1,4,4,4,2,2,2,2,4,0,6
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1729,1,1,1,1,2,1,2,2,3,4,2,2,2,2,20,17
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1493,1,1,1,1,1,1,4,1,2,1,2,4,2,1,0,0
dissatisfied,Female,disloyal Customer,85,Business travel,Business,2837,1,1,1,2,1,5,5,4,2,1,1,5,1,5,57,51
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,3343,1,1,1,2,1,1,4,4,2,4,5,4,4,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2778,1,1,1,2,3,1,3,3,3,4,3,4,2,3,19,0
dissatisfied,Female,disloyal Customer,72,Business travel,Business,1776,1,1,1,2,4,1,4,4,3,1,2,2,2,4,0,2
dissatisfied,Male,disloyal Customer,70,Business travel,Business,2317,1,1,1,2,1,1,1,1,4,1,2,2,3,1,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,3561,1,1,1,2,4,1,4,4,1,1,2,2,3,4,10,8
dissatisfied,Female,disloyal Customer,64,Business travel,Business,1512,1,1,1,2,4,1,4,4,1,3,2,2,3,4,1,22
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2291,1,1,1,2,2,1,2,2,5,3,3,4,5,2,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,2570,1,1,1,2,4,1,4,4,4,4,3,4,4,4,2,0
dissatisfied,Female,disloyal Customer,62,Business travel,Business,1444,1,1,1,2,1,1,1,1,3,5,5,3,4,1,0,0
dissatisfied,Male,disloyal Customer,30,Business travel,Eco,2816,1,1,1,2,5,1,5,5,2,4,2,1,3,5,32,18
dissatisfied,Male,disloyal Customer,62,Business travel,Business,2154,1,1,1,2,2,1,5,2,3,2,5,4,5,2,8,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2367,1,1,1,2,5,1,5,5,5,2,3,4,4,5,11,0
dissatisfied,Male,disloyal Customer,59,Business travel,Business,1424,1,1,1,2,3,1,3,3,2,5,3,2,3,3,0,0
dissatisfied,Male,disloyal Customer,43,Business travel,Eco,1646,1,1,1,2,4,1,4,4,2,4,1,4,2,4,0,0
dissatisfied,Female,disloyal Customer,58,Business travel,Business,1428,1,1,1,2,5,1,4,5,3,5,5,4,5,5,27,22
dissatisfied,Female,disloyal Customer,57,Business travel,Eco Plus,2667,1,1,1,2,1,3,3,4,2,5,1,3,1,3,154,144
dissatisfied,Male,disloyal Customer,57,Business travel,Business,1033,1,1,1,2,3,1,3,3,4,1,3,4,3,3,0,0
dissatisfied,Female,disloyal Customer,56,Business travel,Business,1489,1,1,1,2,3,1,3,3,3,4,5,5,4,3,47,49
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1913,1,1,1,2,5,1,1,5,1,1,1,2,3,5,0,0
dissatisfied,Male,disloyal Customer,55,Business travel,Business,2066,1,1,1,2,1,5,5,4,5,5,4,5,4,5,137,140
dissatisfied,Male,disloyal Customer,41,Business travel,Eco,1802,1,1,1,2,3,1,3,3,5,2,4,1,5,3,0,5
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2557,1,1,1,2,4,1,4,4,2,2,3,3,5,4,95,90
dissatisfied,Female,disloyal Customer,52,Business travel,Business,2042,1,1,1,2,4,1,4,4,1,4,3,1,2,4,0,0
dissatisfied,Male,disloyal Customer,52,Business travel,Business,1897,1,1,1,2,4,1,4,4,4,3,4,5,4,4,1,0
dissatisfied,Female,disloyal Customer,33,Business travel,Eco,1805,1,1,1,2,3,1,3,3,4,1,1,5,5,3,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Business,3587,1,1,1,2,3,1,3,3,4,5,4,3,5,3,4,13
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,1700,1,1,1,2,2,1,1,2,2,3,2,1,2,2,87,99
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,1622,1,1,1,2,4,1,4,4,3,5,4,5,5,4,0,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,3486,1,1,1,2,2,1,3,2,2,2,1,1,2,2,0,0
dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2145,1,1,1,2,4,1,4,4,3,4,1,2,3,4,0,0
dissatisfied,Female,disloyal Customer,50,Business travel,Business,1138,1,1,1,2,2,1,2,2,3,5,4,3,5,2,0,2
dissatisfied,Male,disloyal Customer,50,Business travel,Business,2169,1,1,1,2,3,1,3,3,3,5,4,4,5,3,0,0
dissatisfied,Male,disloyal Customer,42,Business travel,Eco,3026,1,1,1,2,5,1,5,5,4,2,3,3,4,5,6,0
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,2052,1,1,1,2,5,1,5,5,1,4,1,3,3,5,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,3104,1,1,1,2,4,1,1,4,4,5,4,4,5,4,0,0
dissatisfied,Female,disloyal Customer,49,Business travel,Business,2236,1,1,1,2,3,1,3,3,5,4,4,5,5,3,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,2309,1,1,1,2,4,1,4,4,5,4,4,4,5,4,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,1609,1,1,1,2,1,1,1,1,4,2,5,5,5,1,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Business,984,1,1,1,2,5,1,5,5,3,4,5,3,5,5,0,0
dissatisfied,Female,disloyal Customer,48,Business travel,Business,2875,1,1,1,2,2,1,2,2,3,2,5,4,5,2,0,0
dissatisfied,Female,disloyal Customer,48,Business travel,Business,2051,1,1,1,2,3,1,3,3,3,5,5,4,5,3,0,0
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1757,1,1,1,2,4,1,4,4,4,5,5,5,4,4,0,20
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2983,1,1,1,2,5,1,5,5,4,1,1,4,1,5,110,105
dissatisfied,Male,disloyal Customer,48,Business travel,Business,1776,1,1,1,2,4,1,4,4,5,5,4,3,4,4,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2341,1,1,1,2,4,1,4,4,3,2,3,3,2,4,14,1
dissatisfied,Male,disloyal Customer,31,Business travel,Eco,3382,1,1,1,2,4,1,4,4,3,2,1,4,2,4,49,49
dissatisfied,Female,disloyal Customer,47,Business travel,Business,2597,1,1,1,2,3,1,3,3,2,3,2,2,2,3,0,0
dissatisfied,Male,disloyal Customer,47,Business travel,Business,2507,1,1,1,2,4,1,4,4,1,4,3,3,2,4,6,13
dissatisfied,Male,disloyal Customer,42,Business travel,Eco,2455,1,1,1,2,5,1,5,5,4,5,1,2,2,5,91,82
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2111,1,1,1,2,1,1,1,1,2,1,3,2,2,1,0,35
dissatisfied,Male,disloyal Customer,46,Business travel,Business,2540,1,1,1,2,3,1,3,3,5,4,5,3,5,3,15,1
dissatisfied,Female,disloyal Customer,45,Business travel,Business,3042,1,1,1,2,1,1,1,1,4,4,4,5,4,1,2,15
dissatisfied,Male,disloyal Customer,44,Business travel,Eco,2953,1,1,1,2,4,1,4,4,3,1,2,5,1,4,0,0
dissatisfied,Female,disloyal Customer,45,Business travel,Business,2679,1,1,1,2,5,1,5,5,5,4,5,4,4,5,0,0
dissatisfied,Male,disloyal Customer,29,Business travel,Eco,1599,1,1,1,2,5,1,5,5,1,5,1,2,1,5,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2951,1,1,1,2,1,1,1,1,4,2,3,4,4,1,18,0
dissatisfied,Male,disloyal Customer,44,Business travel,Eco Plus,2471,1,1,1,2,3,1,3,3,2,2,1,2,3,3,0,0
dissatisfied,Male,disloyal Customer,44,Business travel,Business,2573,1,1,1,2,3,1,3,3,3,4,5,3,4,3,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco,2482,1,1,1,2,4,1,4,4,3,2,2,1,3,4,7,0
dissatisfied,Male,disloyal Customer,44,Business travel,Business,2433,1,1,1,2,3,1,3,3,2,3,1,1,2,3,0,0
dissatisfied,Male,disloyal Customer,44,Business travel,Business,1203,1,1,1,2,5,1,5,5,3,2,4,3,4,5,108,130
dissatisfied,Male,disloyal Customer,57,Business travel,Eco,2320,1,1,1,2,3,1,3,3,2,4,3,1,2,3,2,8
dissatisfied,Female,disloyal Customer,43,Business travel,Eco Plus,1519,1,1,1,2,4,1,4,4,5,2,5,3,3,4,0,0
dissatisfied,Female,disloyal Customer,42,Business travel,Business,2380,1,1,1,2,3,1,3,3,3,4,4,3,5,3,0,0
dissatisfied,Female,disloyal Customer,42,Business travel,Business,1639,1,1,1,2,3,1,1,3,3,2,2,1,3,3,0,14
dissatisfied,Female,disloyal Customer,42,Business travel,Business,2518,1,1,1,2,1,1,1,1,4,5,5,5,4,1,105,95
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,2488,1,1,1,2,3,1,3,3,2,1,2,4,3,3,0,9
dissatisfied,Female,disloyal Customer,42,Business travel,Business,1449,1,1,1,2,3,1,3,3,5,3,5,3,5,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Eco,2585,1,1,1,2,5,1,5,5,2,4,3,3,3,5,17,0
dissatisfied,Female,disloyal Customer,41,Business travel,Business,4063,1,1,1,2,5,1,5,5,4,5,3,5,5,5,0,0
dissatisfied,Female,disloyal Customer,41,Business travel,Business,3275,1,1,1,2,2,1,2,2,4,3,3,4,4,2,25,5
dissatisfied,Female,disloyal Customer,41,Business travel,Business,2856,1,1,1,2,3,1,4,3,5,5,5,5,4,3,7,11
dissatisfied,Female,disloyal Customer,41,Business travel,Business,1768,1,1,1,2,3,1,3,3,3,3,4,4,4,3,0,12
dissatisfied,Male,disloyal Customer,41,Business travel,Business,1654,1,1,1,2,1,1,1,1,3,3,4,4,4,1,0,0
dissatisfied,Male,disloyal Customer,41,Business travel,Business,1394,1,1,1,2,3,1,3,3,3,2,3,5,2,3,14,1
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,3030,1,1,1,2,1,5,5,3,3,3,5,5,3,5,0,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,3369,1,1,1,2,1,1,1,1,5,3,4,3,4,1,9,10
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2490,1,1,1,2,4,1,4,4,4,1,3,2,2,4,26,12
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2559,1,1,1,2,3,1,3,3,5,5,5,3,4,3,6,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,2260,1,1,1,2,2,1,2,2,5,4,5,5,4,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1968,1,1,1,2,2,1,2,2,3,4,5,5,5,2,4,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1417,1,1,1,2,5,1,5,5,4,5,4,3,5,5,3,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1751,1,1,1,2,2,1,2,2,5,2,5,3,5,2,0,0
dissatisfied,Female,disloyal Customer,40,Business travel,Business,1295,1,1,1,2,4,1,4,4,4,4,1,4,2,4,0,0
dissatisfied,Female,disloyal Customer,26,Business travel,Eco,2720,1,1,1,2,3,1,4,3,2,2,3,4,5,3,5,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1966,1,1,1,2,4,1,5,4,3,2,4,5,4,4,6,0
dissatisfied,Male,disloyal Customer,40,Business travel,Business,1655,1,1,1,2,5,1,5,5,4,3,5,4,4,5,0,0
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2693,1,1,1,2,2,1,1,2,4,5,5,1,4,2,3,0
dissatisfied,Male,disloyal Customer,26,Business travel,Eco,2301,1,1,1,2,2,1,2,2,2,1,2,4,3,2,26,24
dissatisfied,Male,disloyal Customer,39,Business travel,Business,4049,1,1,1,2,4,1,4,4,3,3,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2302,1,1,1,2,1,1,1,1,4,5,4,4,4,1,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,2369,1,1,1,2,2,1,2,2,1,2,2,4,3,2,0,6
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1792,1,1,1,2,1,1,1,1,5,2,5,3,5,1,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1311,1,1,1,2,4,1,4,4,4,4,5,5,4,4,0,0
dissatisfied,Female,disloyal Customer,39,Business travel,Business,1436,1,1,1,2,4,1,3,4,3,4,4,5,5,4,25,12
dissatisfied,Female,disloyal Customer,36,Business travel,Eco,2286,1,1,1,2,5,1,5,5,4,3,4,5,4,5,48,44
dissatisfied,Male,disloyal Customer,37,Business travel,Eco,2031,1,1,1,2,1,1,3,1,3,1,5,4,4,1,0,22
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2693,1,1,1,2,3,1,3,3,2,2,2,3,3,3,62,59
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1768,1,1,1,2,5,1,5,5,3,2,4,4,5,5,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Eco,2449,1,1,1,2,3,1,3,3,3,4,3,3,3,3,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,2292,1,1,1,2,1,1,1,1,5,5,5,5,4,1,0,0
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1722,1,1,1,2,3,1,5,3,4,4,4,3,4,3,18,17
dissatisfied,Male,disloyal Customer,39,Business travel,Business,1658,1,1,1,2,4,1,4,4,5,4,5,5,4,4,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Eco Plus,1901,1,1,1,2,1,1,1,1,2,3,5,2,3,1,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,2526,1,1,1,2,2,1,2,2,3,5,4,3,4,2,0,0
dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2547,1,1,1,2,1,1,1,1,4,3,5,2,4,1,0,0
dissatisfied,Female,disloyal Customer,68,Business travel,Eco,2010,1,1,1,2,4,1,4,4,2,2,2,1,4,4,0,0
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1062,1,1,1,2,4,1,4,4,3,5,5,3,5,4,0,8
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1635,1,1,1,2,3,1,3,3,3,4,5,5,5,3,24,15
dissatisfied,Male,disloyal Customer,38,Business travel,Business,2590,1,1,1,2,1,1,1,1,4,4,4,3,5,1,20,9
dissatisfied,Male,disloyal Customer,25,Business travel,Eco,2066,1,1,1,2,1,1,1,1,3,3,4,3,4,1,45,40
dissatisfied,Female,disloyal Customer,38,Business travel,Business,1497,1,1,1,2,4,1,4,4,5,3,4,3,5,4,0,0
dissatisfied,Male,disloyal Customer,38,Business travel,Business,2051,1,1,1,2,2,1,3,2,5,2,5,4,4,2,0,0
dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2622,1,1,1,2,3,1,3,3,1,5,2,1,2,3,4,6
dissatisfied,Male,disloyal Customer,38,Business travel,Eco Plus,1563,1,1,1,2,2,1,2,2,2,1,3,3,3,2,0,0
dissatisfied,Female,disloyal Customer,16,Business travel,Eco,2322,1,1,1,2,2,1,5,2,4,5,3,4,2,2,0,0
dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2211,1,1,1,2,1,1,1,1,2,2,3,3,5,1,0,0
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2809,1,1,1,2,2,1,2,2,3,3,3,3,3,2,44,44
dissatisfied,Male,disloyal Customer,37,Business travel,Business,2274,1,1,1,2,1,1,1,1,3,4,5,3,5,1,0,1
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1959,1,1,1,2,3,1,3,3,5,5,5,3,5,3,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco Plus,2616,1,1,1,2,5,1,5,5,5,5,3,4,3,5,9,3
dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2584,1,1,1,2,3,1,3,3,2,4,2,4,2,3,8,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1953,1,1,1,2,3,1,3,3,3,2,5,5,5,3,0,7
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1606,1,1,1,2,5,1,5,5,5,2,4,3,4,5,30,29
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2133,1,1,1,2,5,1,5,5,1,1,1,2,2,5,8,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1530,1,1,1,2,1,1,1,1,4,3,4,3,4,1,0,0
dissatisfied,Female,disloyal Customer,37,Business travel,Business,1331,1,1,1,2,4,1,4,4,3,2,4,5,4,4,0,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2920,1,1,1,2,5,1,5,5,3,2,2,2,2,5,0,0
dissatisfied,Female,disloyal Customer,42,Business travel,Eco,2346,1,1,1,2,2,1,2,2,1,4,4,3,4,2,0,4
dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2494,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,0
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2260,1,1,1,2,1,1,1,1,3,3,5,5,4,1,13,10
dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2377,1,1,1,2,4,1,3,4,5,4,5,5,5,4,0,0
dissatisfied,Male,disloyal Customer,49,Business travel,Eco,2103,1,1,1,2,3,1,2,3,4,4,3,3,3,3,5,0
dissatisfied,Male,disloyal Customer,22,Business travel,Eco,2145,1,1,1,2,4,1,4,4,2,3,1,4,5,4,0,32
dissatisfied,Female,disloyal Customer,17,Business travel,Eco,2701,1,1,1,2,5,1,5,5,2,2,3,3,4,5,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1940,1,1,1,2,2,1,2,2,5,5,5,4,4,2,0,0
dissatisfied,Male,disloyal Customer,37,Business travel,Eco Plus,2159,1,1,1,2,5,1,5,5,4,5,2,1,5,5,24,27
dissatisfied,Male,disloyal Customer,37,Business travel,Business,2225,1,1,1,2,5,1,5,5,4,3,4,5,4,5,55,51
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1789,1,1,1,2,5,1,5,5,3,2,5,4,5,5,0,0
dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2122,1,1,1,2,5,1,5,5,4,2,1,2,3,5,0,0
dissatisfied,Male,disloyal Customer,21,Business travel,Eco,2559,1,1,1,2,5,1,5,5,3,5,2,1,3,5,41,30
dissatisfied,Male,disloyal Customer,37,Business travel,Business,1155,1,1,1,2,3,1,3,3,2,2,2,2,3,3,0,14
dissatisfied,Female,disloyal Customer,36,Business travel,Business,3065,1,1,1,2,2,1,2,2,3,4,4,4,5,2,63,61
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2141,1,1,1,2,2,1,2,2,5,2,5,5,5,2,0,0
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,2211,1,1,1,2,1,1,1,1,4,5,2,3,2,1,1,0
dissatisfied,Female,disloyal Customer,36,Business travel,Business,1418,1,1,1,2,3,1,1,3,5,2,5,5,4,3,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2038,1,1,1,2,3,1,3,3,5,3,5,4,5,3,0,2
dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2014,1,1,1,2,5,1,5,5,2,1,2,2,2,5,47,33
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,2640,1,1,1,2,5,1,5,5,1,1,3,2,2,5,16,35
dissatisfied,Male,disloyal Customer,36,Business travel,Eco,2756,1,1,1,2,4,1,4,4,5,3,3,4,2,4,0,0
dissatisfied,Female,disloyal Customer,25,Business travel,Eco,2381,1,1,1,2,1,1,1,1,5,1,1,3,3,1,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1712,1,1,1,2,4,1,2,4,4,4,5,4,5,4,0,0
dissatisfied,Female,disloyal Customer,21,Business travel,Eco,1966,1,1,1,2,3,1,3,3,4,5,5,3,4,3,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1097,1,1,1,2,5,1,3,5,4,4,5,3,5,5,0,0
dissatisfied,Male,disloyal Customer,36,Business travel,Business,2048,1,1,1,2,1,2,3,5,4,4,5,3,4,3,141,157
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1896,1,1,1,2,5,1,5,5,4,1,2,3,2,5,0,25
dissatisfied,Male,disloyal Customer,36,Business travel,Business,1124,1,1,1,2,2,1,5,2,3,2,4,3,4,2,6,0
dissatisfied,Male,disloyal Customer,35,Business travel,Business,4301,1,1,1,2,1,5,5,5,2,4,5,5,3,5,33,22
